@relation minmax_training

@attribute AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {down,left,right,tilt_left,tilt_right,up}

@data
?49,13,?50,?85,?4,12,?43,?3,?51,?49,?3,4,?44,?11,?52,?34,?4,2,?44,?16,?52,?20,?4,0,?43,?18,?54,?16,?4,?1,?43,?29,?57,?5,?4,?3,?43,?31,?56,10,?4,?6,?44,?37,?54,19,?4,?8,?43,?39,?52,13,?4,?6,?43,?43,?47,17,?3,?8,?40,?43,?39,32,?2,?11,?38,?43,?31,21,?3,?8,?37,?41,?29,14,?2,?7,?36,?47,?24,8,?2,?6,?36,?48,?24,?4,?4,?2,?36,?50,?25,?15,?5,?1,?39,?52,?30,?15,?4,?2,?39,?54,?31,?14,?4,?1,?39,?51,?35,?6,?4,?3,?41,?50,?36,?2,?3,?4,tilt_right
?38,?54,?44,?8,?8,?1,?39,?52,?43,?16,?3,0,?40,?49,?43,?20,?6,0,?38,?46,?40,?13,?4,?2,?40,?45,?41,?12,?4,?1,?41,?42,?41,?13,?4,?2,?41,?39,?39,?9,?4,?3,?40,?39,?39,?2,?3,?4,?42,?39,?40,?4,?3,?4,?41,?39,?40,?3,?3,?4,?41,?27,?42,?19,?3,?1,?41,?25,?45,?20,?4,?1,?42,?21,?47,?20,?4,?1,?42,?18,?49,?10,?4,?3,?43,?20,?52,?15,?4,?2,?45,?31,?53,?1,?4,?3,?43,?30,?53,11,?4,?7,?42,?37,?51,16,?3,?7,?42,?40,?49,6,?4,?5,?42,?40,?45,12,?3,?7,tilt_right
?37,?39,?42,?21,?1,2,?35,?38,?36,?7,?4,?2,?39,?36,?41,?6,?4,?3,?38,?40,?36,?2,?3,?3,?39,?36,?39,?4,?4,?3,?41,?43,?39,?1,?6,?5,?40,?41,?36,1,?4,?3,?44,?66,?32,?8,?2,1,?39,?41,?42,?8,?3,?1,?44,?43,?40,?11,?3,?1,?38,?33,?36,?1,?2,?3,?43,?42,?36,?2,?1,?4,?32,?19,?38,16,?2,?12,?40,?49,?31,?3,?5,?5,?38,?49,?29,6,?4,?6,?40,?54,?33,?4,?1,?3,?36,?47,?35,?7,?5,?5,?42,?48,?35,?14,?5,?1,?40,?46,?37,?3,?4,?4,?39,?47,?36,?6,?4,?3,tilt_right
?41,3,?78,?100,0,13,?44,?13,?65,?50,?3,3,?42,?18,?62,?32,?3,1,?44,?21,?59,?18,?3,?1,?43,?27,?59,?17,?4,?2,?44,?35,?53,6,?4,?5,?42,?37,?52,12,?3,?6,?42,?40,?49,11,?4,?6,?41,?42,?46,10,?3,?6,?41,?39,?41,18,?2,?7,?40,?40,?37,14,?3,?7,?39,?42,?33,12,?2,?6,?39,?42,?30,14,?3,?6,?37,?45,?28,6,?4,?6,?37,?49,?27,?1,?4,?4,?37,?51,?27,?1,?4,?4,?37,?53,?29,?8,?5,?2,?39,?54,?31,?15,?4,?1,?39,?54,?34,?13,?4,?1,?40,?52,?36,?12,?4,?2,tilt_right
?44,?47,?42,?17,?1,?3,?41,?44,?41,?14,?3,?3,?40,?43,?40,?8,?2,?3,?41,?42,?40,?8,?3,?3,?41,?42,?40,?7,?3,?3,?40,?41,?40,?5,?4,?3,?41,?41,?40,?4,?4,?3,?41,?41,?41,?4,?4,?3,?41,?41,?41,?4,?3,?3,?40,?41,?40,?4,?3,?3,?41,?30,?43,?20,?4,?1,?41,?25,?46,?25,?4,0,?42,?22,?49,?23,?4,?1,?41,?19,?54,?20,?4,?1,?43,?19,?57,?18,?4,?1,?43,?30,?58,?3,?3,?3,?44,?34,?58,12,?4,?6,?43,?37,?54,25,?3,?8,?43,?40,?47,27,?2,?8,?41,?40,?42,23,?2,?7,tilt_right
?31,?41,?9,36,?4,?13,?35,?51,?19,23,?4,?9,?37,?51,?20,2,?4,?5,?37,?53,?22,?4,?5,?3,?37,?54,?24,?4,?4,?3,?39,?56,?29,?17,?4,?1,?39,?54,?31,?22,?4,0,?38,?53,?34,?15,?4,?1,?40,?50,?37,?13,?4,?2,?40,?47,?38,?15,?3,?2,?40,?44,?40,?10,?4,?3,?40,?42,?40,?8,?3,?3,?41,?42,?40,?7,?3,?3,?41,?41,?41,?6,?3,?3,?41,?41,?40,?4,?4,?3,?41,?41,?40,?5,?3,?3,?41,?40,?41,?5,?4,?3,?40,?40,?40,?4,?3,?3,?40,?40,?40,?4,?4,?3,?40,?40,?40,?3,?3,?4,tilt_right
?44,12,?57,?75,?7,10,?45,?7,?55,?48,?5,6,?44,?13,?55,?38,?5,3,?44,?17,?56,?25,?4,0,?44,?21,?57,?16,?4,?1,?44,?31,?56,1,?4,?5,?44,?35,?55,10,?3,?6,?43,?37,?53,24,?3,?8,?42,?40,?47,25,?3,?8,?41,?40,?42,21,?2,?7,?40,?41,?33,25,?3,?8,?37,?43,?29,25,?4,?9,?38,?47,?24,8,?3,?6,?38,?51,?25,?1,?4,?4,?37,?55,?24,?4,?4,?4,?38,?58,?29,?13,?4,?2,?39,?58,?32,?22,?4,0,?39,?56,?36,?20,?4,?1,?40,?51,?38,?19,?3,?1,?40,?47,?39,?17,?3,?1,tilt_right
?42,?37,?40,1,?4,?3,?40,?38,?40,?1,?3,?4,?41,?39,?40,?2,?4,?3,?41,?39,?40,?1,?4,?4,?41,?40,?41,?2,?4,?3,?40,?40,?41,?3,?4,?4,?41,?41,?41,?4,?4,?3,?40,?41,?40,?3,?3,?4,?40,?41,?41,?4,?3,?4,?41,?40,?40,?4,?4,?3,?41,?30,?45,?24,?4,0,?41,?25,?46,?25,?4,0,?42,?22,?50,?20,?4,?1,?43,?20,?54,?21,?4,?1,?43,?20,?58,?20,?4,?1,?44,?31,?56,6,?3,?5,?43,?34,?57,25,?3,?9,?42,?38,?49,31,?2,?9,?41,?40,?44,29,?2,?8,?40,?42,?33,36,?3,?10,tilt_right
?38,?62,?23,19,?4,?9,?41,?64,?24,?16,?2,?2,?39,?62,?26,?25,?3,0,?38,?61,?28,?23,?4,0,?39,?58,?31,?21,?4,0,?39,?55,?33,?27,?4,1,?38,?51,?37,?18,?5,?1,?40,?49,?39,?11,?4,?2,?41,?46,?40,?11,?3,?2,?41,?44,?40,?9,?4,?3,?41,?42,?41,?7,?3,?3,?40,?41,?40,?9,?3,?3,?40,?40,?40,?8,?4,?2,?40,?39,?40,?4,?4,?3,?40,?39,?40,?3,?3,?4,?41,?40,?44,?6,?4,?3,?40,?40,?41,?3,?4,?3,?40,?40,?41,?3,?4,?4,?40,?40,?41,?4,?4,?3,?41,?40,?40,?4,?3,?3,tilt_right
?43,13,?57,?71,?6,9,?43,?5,?53,?34,?5,2,?43,?14,?53,?23,?4,0,?43,?17,?53,?19,?4,0,?43,?21,?54,?20,?4,?1,?43,?31,?53,?3,?4,?4,?43,?34,?54,8,?4,?6,?42,?35,?51,16,?3,?7,?41,?39,?47,19,?2,?7,?42,?40,?42,21,?2,?7,?39,?42,?35,25,?3,?8,?39,?44,?31,14,?3,?6,?39,?47,?28,3,?3,?4,?39,?47,?28,0,?4,?4,?38,?51,?28,?3,?4,?4,?39,?53,?31,?8,?4,?3,?38,?54,?32,?9,?4,?4,?40,?53,?34,?13,?4,?3,?40,?53,?36,?17,?4,?1,?40,?49,?37,?13,?3,?3,tilt_right
?39,?39,?40,?5,?5,?1,?41,?40,?40,?2,?4,?3,?40,?41,?40,?1,?4,?3,?40,?41,?40,?2,?4,?3,?40,?41,?41,?4,?4,?3,?41,?42,?41,?4,?4,?3,?40,?42,?41,?4,?3,?3,?40,?41,?41,?6,?4,?3,?40,?40,?41,?5,?4,?3,?40,?40,?40,?4,?3,?4,?41,?29,?44,?21,?3,?1,?42,?25,?47,?23,?4,0,?42,?22,?50,?23,?4,?1,?43,?21,?53,?18,?4,?1,?44,?21,?57,?11,?4,?2,?43,?30,?53,22,?3,?8,?41,?35,?50,29,?2,?9,?42,?40,?43,27,?2,?8,?40,?42,?38,26,?3,?8,?39,?46,?31,24,?3,?8,tilt_right
?38,?53,?30,?31,?2,2,?37,?57,?28,?28,?4,?1,?37,?55,?31,?15,?4,?2,?39,?56,?33,?13,?4,?2,?39,?55,?35,?16,?4,?2,?39,?54,?36,?18,?4,?2,?40,?50,?39,?16,?4,?1,?41,?47,?40,?16,?3,?1,?41,?43,?40,?16,?3,?1,?40,?41,?40,?12,?4,?2,?41,?39,?41,?4,?3,?3,?40,?38,?38,?3,?3,?3,?40,?39,?41,?5,?4,?3,?40,?39,?41,?5,?4,?3,?40,?39,?40,?2,?4,?4,?40,?39,?41,?3,?4,?4,?40,?41,?42,?1,?3,?4,?41,?40,?41,?2,?3,?3,?40,?41,?40,1,?4,?4,?42,?39,?41,?9,?3,?2,tilt_right
?38,13,?65,?55,?5,1,?42,?7,?60,?26,?5,?1,?42,?14,?59,?20,?5,?3,?42,?19,?57,?15,?4,?3,?43,?22,?57,?10,?4,?3,?43,?33,?53,9,?3,?6,?42,?35,?51,17,?3,?7,?42,?40,?46,19,?2,?7,?41,?40,?42,20,?2,?6,?39,?42,?35,23,?3,?7,?39,?44,?31,17,?3,?7,?39,?48,?29,1,?3,?4,?38,?48,?28,?1,?4,?3,?38,?50,?29,?3,?4,?4,?39,?52,?30,?8,?4,?4,?39,?53,?32,?11,?4,?2,?39,?52,?34,?7,?4,?3,?40,?53,?37,?9,?3,?3,?40,?50,?38,?14,?3,?2,?39,?49,?39,?15,?3,?1,tilt_right
?42,?39,?40,1,?5,?4,?41,?39,?39,?3,?4,?3,?41,?39,?40,?3,?4,?3,?41,?39,?40,?3,?4,?3,?40,?40,?40,?3,?4,?3,?40,?40,?40,?4,?4,?3,?41,?40,?41,?3,?4,?4,?40,?40,?41,?3,?4,?3,?41,?40,?41,?4,?3,?4,?40,?40,?40,?4,?3,?4,?41,?30,?44,?17,?4,?2,?41,?27,?46,?15,?4,?1,?42,?25,?47,?14,?4,?2,?43,?24,?50,?17,?4,?1,?43,?20,?53,?18,?4,?1,?42,?32,?54,?6,?4,?3,?43,?33,?55,?2,?3,?4,?43,?36,?54,3,?3,?4,?42,?36,?52,17,?3,?8,?42,?40,?48,22,?2,?8,tilt_right
?38,?41,?27,10,?2,?3,?37,?43,?20,26,?4,?8,?38,?47,?24,12,?4,?6,?37,?50,?23,1,?4,?3,?37,?51,?23,?3,?5,?2,?38,?55,?25,?6,?5,?3,?38,?57,?29,?17,?4,?1,?39,?56,?31,?19,?4,0,?40,?54,?35,?16,?3,?1,?40,?51,?38,?15,?3,?2,?40,?47,?39,?16,?3,?2,?41,?44,?40,?14,?4,?1,?40,?41,?40,?9,?4,?3,?40,?40,?40,?6,?4,?3,?40,?40,?40,?4,?4,?3,?40,?40,?41,?3,?4,?4,?40,?40,?40,?3,?4,?4,?40,?40,?40,?3,?3,?4,?41,?40,?41,?3,?3,?4,?41,?40,?40,?2,?3,?4,tilt_right
?44,10,?63,?98,?4,12,?42,?2,?58,?60,?5,6,?42,?9,?58,?36,?4,1,?43,?15,?58,?22,?4,?1,?43,?20,?59,?19,?4,?1,?43,?31,?57,5,?4,?5,?44,?35,?55,22,?3,?8,?43,?38,?51,29,?3,?9,?41,?41,?44,26,?2,?8,?39,?41,?36,31,?3,?10,?38,?44,?29,30,?3,?10,?37,?48,?26,12,?4,?7,?38,?53,?23,?4,?4,?3,?37,?55,?24,?10,?5,?2,?38,?58,?27,?15,?4,?1,?39,?56,?30,?21,?4,0,?40,?55,?34,?19,?3,0,?39,?51,?38,?16,?3,?2,?40,?47,?39,?13,?3,?2,?40,?45,?40,?12,?3,?2,tilt_right
?39,?40,?39,?5,?4,?3,?40,?40,?39,?4,?3,?3,?40,?40,?40,?4,?4,?3,?40,?40,?41,?4,?4,?4,?40,?40,?40,?4,?3,?4,?40,?40,?41,?4,?4,?3,?41,?40,?41,?4,?4,?3,?40,?40,?41,?3,?3,?4,?40,?39,?40,?3,?4,?4,?41,?40,?41,?4,?4,?3,?41,?29,?45,?23,?4,0,?42,?26,?47,?22,?4,0,?42,?22,?51,?24,?4,?1,?44,?19,?55,?19,?4,?1,?44,?20,?58,?14,?4,?2,?44,?30,?55,14,?3,?7,?43,?33,?51,27,?2,?9,?42,?39,?46,35,?2,?9,?40,?43,?39,30,?2,?9,?39,?44,?31,28,?3,?10,tilt_right
?41,?64,?26,?24,?2,?1,?38,?61,?27,?20,?4,?1,?38,?61,?29,?21,?4,0,?39,?59,?31,?20,?4,0,?39,?57,?33,?19,?4,0,?39,?54,?35,?20,?4,0,?40,?50,?38,?19,?3,0,?40,?45,?40,?15,?3,?1,?40,?43,?40,?11,?3,?2,?40,?41,?40,?9,?4,?2,?40,?39,?40,?4,?3,?3,?40,?40,?40,?3,?4,?4,?40,?40,?40,?3,?4,?3,?40,?40,?41,?3,?4,?3,?40,?40,?40,?3,?3,?4,?41,?41,?40,?4,?4,?3,?41,?40,?41,?3,?3,?4,?40,?40,?40,?3,?3,?4,?41,?40,?40,?4,?4,?4,?40,?40,?40,?4,?4,?3,tilt_right
?90,?49,?71,?4,?29,?5,?71,?45,?60,?3,?12,?4,?64,?44,?55,?4,?5,?3,?57,?41,?53,?4,?1,?3,?52,?42,?49,?5,0,?3,?39,?41,?39,?5,7,?2,?34,?39,?36,?5,6,?3,?30,?40,?31,?2,3,?4,?30,?42,?29,?4,1,?3,?28,?42,?27,?3,?2,?3,?31,?40,?31,?2,?6,?4,?33,?43,?32,?3,?8,?4,?36,?41,?37,?4,?9,?3,?37,?40,?40,?4,?10,?4,?42,?39,?46,?3,?9,?4,?43,?40,?46,?4,?7,?4,?42,?39,?47,?3,?5,?4,?42,?41,?44,?3,?4,?4,?42,?40,?42,?3,?3,?3,?40,?40,?40,?3,?3,?4,up
?40,?43,?40,?5,?3,?3,?40,?41,?40,?4,?3,?4,?39,?41,?40,?4,?3,?3,?40,?40,?40,?4,?4,?3,?40,?40,?40,?4,?3,?3,?40,?40,?40,?3,?4,?4,?40,?40,?40,?4,?3,?3,?41,?40,?40,?3,?4,?4,?41,?40,?40,?3,?4,?4,?41,?40,?40,?4,?4,?4,?49,?40,?48,?3,?10,?5,?53,?41,?50,?3,?7,?4,?55,?41,?52,?4,?4,?4,?55,?40,?52,?4,0,?3,?52,?41,?47,?5,2,?3,?39,?40,?36,?7,10,?2,?33,?37,?34,?4,7,?3,?28,?39,?29,?3,4,?3,?26,?41,?27,?3,0,?3,?25,?39,?28,?2,?5,?4,up
?41,?42,?32,?2,?16,?4,?46,?42,?42,?3,?14,?3,?46,?41,?46,?3,?12,?4,?46,?41,?48,?4,?10,?4,?45,?40,?48,?4,?9,?4,?45,?41,?49,?4,?6,?4,?42,?40,?46,?4,?4,?4,?41,?39,?43,?4,?3,?3,?40,?40,?40,?3,?3,?4,?40,?41,?39,?3,?3,?3,?40,?40,?40,?3,?3,?3,?40,?41,?41,?3,?4,?3,?42,?41,?41,?4,?3,?3,?40,?40,?40,?4,?3,?4,?40,?40,?40,?3,?4,?3,?40,?41,?40,?4,?4,?3,?40,?40,?40,?3,?3,?3,?40,?41,?40,?3,?4,?4,?41,?40,?41,?3,?4,?3,?40,?40,?40,?4,?3,?4,up
?85,?38,?77,?3,?36,?3,?74,?43,?64,?1,?15,?5,?66,?42,?57,?5,?5,?3,?61,?40,?54,?4,?2,?4,?54,?41,?49,?4,1,?3,?41,?41,?39,?5,9,?4,?34,?39,?35,?5,8,?4,?28,?38,?32,?3,5,?4,?25,?40,?28,?4,2,?4,?24,?39,?26,?4,?3,?3,?28,?38,?28,?2,?8,?4,?33,?40,?31,?2,?10,?2,?37,?42,?37,?3,?11,?3,?40,?40,?41,?3,?11,?3,?45,?40,?48,?2,?9,?4,?45,?42,?48,?4,?6,?3,?42,?40,?46,?4,?4,?4,?41,?39,?43,?4,?3,?4,?41,?40,?41,?3,?3,?4,?40,?41,?39,?4,?3,?4,up
?41,?36,?43,?3,?3,?3,?41,?39,?41,?3,?3,?3,?41,?40,?41,?4,?3,?4,?41,?39,?41,?4,?3,?3,?40,?40,?40,?4,?3,?3,?40,?41,?40,?4,?4,?4,?40,?40,?40,?3,?4,?4,?40,?40,?41,?3,?4,?4,?40,?41,?40,?4,?4,?4,?41,?40,?41,?3,?4,?4,?34,?42,?31,?2,?8,?4,?36,?40,?35,?3,?11,?4,?40,?42,?39,?3,?13,?4,?43,?41,?44,?3,?14,?3,?49,?42,?49,?3,?12,?4,?61,?40,?62,?4,?4,?3,?61,?43,?58,?5,3,?3,?58,?39,?55,?5,9,?3,?51,?40,?45,?4,13,?4,?42,?41,?37,?6,13,?3,up
?16,?28,?29,?5,0,?3,?20,?33,?32,0,?4,?4,?23,?37,?31,?1,?5,?4,?24,?39,?30,?2,?6,?3,?26,?38,?30,?2,?9,?4,?32,?42,?33,?2,?11,?3,?37,?41,?37,?3,?11,?3,?41,?42,?41,?3,?11,?3,?43,?40,?45,?3,?9,?4,?45,?41,?47,?4,?6,?3,?44,?40,?46,?4,?4,?4,?42,?41,?42,?4,?3,?4,?40,?39,?41,?4,?3,?4,?40,?40,?40,?4,?3,?4,?40,?40,?40,?3,?3,?3,?40,?40,?40,?3,?4,?3,?40,?41,?41,?3,?4,?3,?40,?41,?40,?3,?4,?4,?40,?40,?41,?4,?3,?3,?40,?40,?40,?3,?3,?4,up
?6,?49,12,?4,?31,?2,?33,?40,?29,?2,?25,?5,?39,?41,?39,?2,?21,?4,?48,?41,?48,?2,?16,?4,?52,?42,?50,?3,?10,?4,?63,?41,?63,?4,?1,?4,?60,?40,?59,?4,7,?3,?55,?41,?51,?4,12,?4,?45,?41,?40,?6,13,?3,?35,?40,?33,?6,11,?3,?27,?37,?28,?4,7,?4,?25,?40,?25,?3,1,?4,?25,?39,?27,?3,?3,?3,?28,?40,?30,?2,?7,?4,?31,?40,?34,?2,?9,?4,?36,?42,?37,?3,?10,?3,?37,?42,?39,?4,?10,?3,?41,?42,?43,?4,?9,?4,?42,?40,?45,?4,?7,?3,?43,?41,?45,?4,?6,?4,up
?39,?40,?39,?4,?3,?4,?40,?40,?40,?4,?3,?3,?40,?40,?40,?3,?3,?4,?40,?40,?40,?3,?3,?4,?40,?40,?40,?3,?3,?3,?41,?40,?41,?3,?3,?3,?40,?41,?40,?3,?3,?4,?40,?40,?40,?4,?4,?3,?41,?40,?41,?4,?4,?3,?40,?40,?40,?4,?3,?4,?58,?41,?53,?4,?5,?4,?57,?39,?53,?3,?1,?4,?56,?41,?49,?4,2,?4,?52,?42,?46,?4,3,?3,?49,?40,?45,?4,5,?3,?26,?42,?27,?4,6,?3,?25,?40,?28,?5,1,?4,?24,?38,?28,?4,?3,?4,?25,?37,?28,?2,?7,?4,?30,?40,?30,?2,?10,?4,up
?52,?44,?56,?4,?11,?5,?49,?41,?55,?5,?8,?4,?46,?40,?52,?4,?7,?4,?46,?41,?49,?4,?5,?4,?45,?40,?47,?4,?5,?4,?42,?39,?44,?4,?3,?4,?41,?41,?41,?3,?3,?4,?40,?41,?40,?4,?3,?4,?40,?40,?40,?3,?3,?4,?40,?41,?40,?4,?4,?4,?41,?41,?40,?4,?4,?4,?40,?40,?41,?3,?4,?4,?41,?41,?40,?4,?3,?3,?40,?40,?41,?4,?4,?4,?40,?40,?41,?3,?3,?3,?40,?40,?40,?3,?3,?4,?40,?41,?40,?4,?3,?3,?40,?40,?40,?3,?4,?4,?40,?40,?40,?3,?4,?3,?40,?41,?40,?3,?4,?4,up
?87,?50,?78,0,?46,?4,?77,?45,?67,?3,?17,?4,?69,?42,?60,?4,?6,?3,?62,?41,?56,?3,?1,?4,?55,?42,?49,?4,1,?3,?41,?40,?37,?5,11,?3,?34,?39,?33,?5,8,?3,?29,?39,?30,?4,5,?4,?27,?40,?29,?4,1,?3,?28,?39,?31,?5,?2,?3,?29,?37,?32,?3,?5,?3,?31,?39,?33,?3,?7,?3,?33,?40,?35,?2,?9,?3,?35,?41,?37,?3,?9,?3,?38,?40,?41,?2,?10,?4,?42,?42,?44,?3,?9,?4,?43,?41,?45,?3,?7,?3,?43,?41,?45,?4,?5,?4,?42,?40,?44,?4,?4,?4,?40,?40,?41,?4,?3,?4,up
?41,?41,?40,?3,?4,?3,?42,?41,?41,?3,?3,?3,?41,?41,?41,?3,?3,?4,?41,?41,?41,?3,?3,?4,?41,?41,?41,?3,?3,?4,?40,?40,?40,?4,?3,?4,?40,?40,?40,?4,?4,?4,?40,?40,?40,?3,?4,?3,?40,?40,?40,?4,?4,?3,?41,?41,?41,?4,?4,?4,?33,?42,?32,?2,?6,?4,?36,?41,?35,?3,?9,?4,?38,?42,?37,?3,?12,?4,?41,?41,?41,?4,?13,?3,?46,?40,?45,?3,?13,?4,?60,?40,?57,?5,?8,?3,?61,?40,?57,?4,?2,?3,?60,?40,?55,?4,4,?3,?58,?40,?52,?3,8,?4,?48,?42,?43,?4,12,?4,up
?21,?38,?27,?9,3,?3,?22,?35,?28,?6,2,?3,?25,?38,?29,?5,0,?3,?25,?37,?30,?3,?2,?4,?25,?39,?28,?4,?4,?3,?28,?39,?30,?3,?7,?3,?32,?40,?34,?2,?10,?4,?35,?40,?37,?2,?11,?4,?39,?42,?39,?4,?10,?3,?43,?41,?45,?3,?9,?4,?44,?40,?46,?3,?7,?4,?43,?41,?45,?4,?5,?4,?42,?41,?42,?4,?4,?4,?41,?40,?41,?4,?3,?4,?40,?40,?40,?3,?3,?4,?40,?40,?40,?4,?3,?3,?40,?41,?40,?4,?3,?3,?40,?40,?41,?3,?3,?4,?40,?40,?41,?4,?3,?3,?41,?41,?40,?4,?3,?3,up
?80,?43,?82,2,?57,0,?80,?44,?73,?2,?21,?3,?70,?43,?64,?4,?8,?4,?63,?41,?58,?4,?2,?4,?55,?42,?51,?3,1,?4,?44,?42,?38,?5,13,?4,?35,?39,?33,?5,11,?3,?30,?39,?30,?4,6,?3,?28,?41,?27,?4,3,?4,?26,?39,?29,?5,0,?3,?26,?37,?31,?4,?4,?4,?27,?39,?30,?3,?8,?4,?31,?39,?33,?3,?9,?4,?35,?37,?38,?2,?11,?3,?39,?41,?40,?2,?11,?3,?43,?42,?44,?3,?9,?3,?43,?41,?45,?3,?6,?3,?42,?41,?44,?3,?5,?3,?41,?42,?42,?4,?4,?3,?42,?40,?42,?3,?3,?3,up
?38,?43,?39,?5,?4,?4,?40,?41,?39,?4,?4,?4,?40,?40,?40,?4,?4,?3,?40,?41,?40,?4,?4,?3,?40,?41,?40,?4,?4,?4,?41,?40,?40,?4,?4,?3,?40,?40,?40,?3,?4,?4,?41,?41,?41,?4,?4,?3,?41,?40,?41,?3,?4,?4,?40,?40,?41,?3,?3,?3,?35,?44,?31,?1,?8,?5,?37,?43,?35,?4,?11,?3,?38,?41,?39,?3,?13,?4,?43,?40,?45,?4,?13,?3,?50,?40,?51,?2,?12,?4,?59,?39,?62,?5,?4,?2,?60,?41,?59,?5,3,?3,?59,?40,?55,?5,9,?3,?51,?41,?45,?4,12,?4,?41,?42,?37,?5,11,?3,up
?20,?32,?31,?1,4,?3,?23,?40,?30,?1,1,?5,?24,?40,?26,?3,?2,?3,?23,?41,?23,?4,?5,?4,?25,?39,?25,?4,?8,?3,?32,?40,?31,?3,?11,?3,?36,?40,?36,?4,?12,?2,?41,?40,?42,?3,?12,?3,?44,?38,?49,?3,?10,?3,?46,?41,?50,?3,?6,?3,?43,?42,?45,?4,?4,?4,?41,?40,?42,?4,?3,?4,?40,?39,?40,?3,?3,?3,?41,?41,?39,?4,?3,?3,?40,?41,?40,?4,?3,?4,?40,?40,?40,?3,?4,?3,?40,?41,?40,?3,?4,?3,?41,?41,?41,?4,?3,?4,?40,?40,?40,?3,?4,?4,?40,?40,?40,?4,?4,?3,up
?75,?35,?86,?4,?51,?2,?76,?40,?74,?2,?21,?4,?69,?41,?65,?3,?7,?3,?62,?40,?59,?3,?1,?3,?56,?42,?52,?3,1,?3,?45,?44,?37,?4,13,?4,?34,?41,?31,?5,11,?3,?27,?40,?28,?4,7,?4,?25,?40,?26,?4,2,?4,?25,?40,?27,?4,?3,?4,?28,?38,?32,?3,?6,?4,?30,?39,?33,?3,?9,?4,?35,?41,?34,?3,?10,?3,?38,?42,?37,?4,?10,?3,?39,?39,?41,?3,?9,?3,?42,?40,?44,?3,?8,?3,?43,?41,?45,?3,?6,?3,?43,?40,?45,?3,?5,?4,?42,?40,?44,?3,?4,?3,?42,?41,?43,?3,?3,?4,up
